,genres,title,release_date,price,item_id,developer
13229,Action,Super Dungeon Bros - Heavy Metal Soundtrack,2016-11-01,1.99,439231,React Games
13230,Action,Super Dungeon Bros - Soundtrack Bundle 1,2016-11-01,3.99,468140,React Games
13231,Action,Super Dungeon Bros - Broettes,2016-11-01,2.99,435610,React Games
13232,Action,Owlboy,2016-11-01,24.99,115800,D-Pad Studio
13233,Adventure,Eisenwald: Blood of November,2016-11-01,8.99,528820,Aterdux Entertainment
13234,Action,Kaiju-A-GoGo: Grave Goop Halloween Skin,2016-10-28,0.99,544250,Kerberos Productions Inc.
13235,Adventure,Layers of Fear - Soundtrack,2016-10-28,4.99,550210,Bloober Team SA
13236,Animation &amp; Modeling,Game Character Hub: Portfolio Edition,2016-10-28,24.99,529830,Sebastien Bini
13237,Action,The face of hope: Underground,2016-10-24,0.99,545280,Primitive Studio
13238,Action,Operation Breakout,2016-11-01,8.99,546660,SGTTB_Studios
13239,Casual,Ball of Wonder,2016-10-28,2.99,508760,White Rabbit Games
13240,Action,Pixel Puzzles Ultimate - Puzzle Pack: 2000 AD,2016-10-28,6.99,538600,DL Softworks
13241,Indie,Grave Matters,2016-10-27,1.99,530680,Ideonic
13242,Action,ShapeRockets,2016-10-27,0.99,531480,Echohead Games
13243,Strategy,Reiner Knizia's The Confrontation - Variant Mode DLC,2016-10-27,9.99,549830,"Offworld Games, LLC"
13244,Casual,Just Dance 2017,2016-10-27,49.99,446560,"Ubisoft Paris,Ubisoft Pune"
13245,RPG,Hyperdimension Neptunia Re;Birth3 Deluxe Pack / 超次次元ゲイム ネプテューヌRe;Birth3 デラックスセット,2016-10-25,9.99,545020,"Idea Factory,Compile Heart,Felistella"
13246,Casual,Tabletop Simulator - Darkrock Ventures,2016-10-25,5.99,468735,"Berserk Games,Magic Meeple Games"
13247,Action,First Order Siege of Takodana Level Pack,2016-10-25,2.99,466550,"Traveller's Tales,TT Games,Feral Interactive (Mac)"
13248,Action,Blast Brawl 2: Bloody Boogaloo,2016-10-26,14.99,447980,Mind's Eye Games
13249,Action,BANG BANG BANG!,2014-07-12,9.99,524650,Sophie Houlden
13250,Indie,Scary Humans,2016-10-26,2.99,533960,Gabhel Games
13251,Free to Play,Age of Cavemen - Starter Pack,2016-10-26,8.99,542840,Fuero Games
13252,Action,Flying Pengy,2016-10-26,0.99,519870,Bogemic Games
13253,Simulation,TS Marketplace: Class 465 Southeastern Livery Pack Add-On,2016-10-26,4.99,275134,Dovetail Games
13254,Casual,A Day in the Woods,2011-09-24,4.99,526890,RetroEpic Software
13255,Casual,Death's Life,2016-10-26,2.99,502100,Umbu Games
13256,Action,LUXIS,2016-10-26,4.99,513820,Dumbfounded
13257,Adventure,Meadow Soundtrack,2016-10-26,2.99,506080,Might and Delight
13258,Adventure,Shelter 2 Mountains EP,2016-10-26,0.99,460280,Might and Delight
13259,Action,Project: R.E.B.O.O.T,2016-10-26,0.99,543170,Indie Games Studio
13260,Action,Ultimate Solid,2016-10-26,5.99,534200,What The Fantastic Games Group
13261,Simulation,FSX Steam Edition: Final Approach Add-On,2016-10-26,5.99,500230,TakeFlight Interactive
13262,Adventure,Golden Swords,2016-10-26,8.99,531490,Vlad K.
13263,Action,Exteria,2016-10-26,1.99,532660,Mysteria Studio
13264,Adventure,Redemption Cemetery: Bitter Frost Collector's Edition,2016-10-26,9.99,545910,ERS G Studios
13265,Action,Blackfaun,2016-10-26,14.99,409460,Wild Guess Software
13266,Casual,Fiber Twig: Midnight Puzzle,2016-10-26,2.99,550180,Puzzle Lab
13267,Indie,Party Golf,2016-10-25,14.99,538550,Giant Margarita
13268,Action,"Fire in the Goal ""轰个球""",2016-10-26,4.99,535160,Wild Planet Studio
13269,Action,Dashing Dinos,2016-10-26,9.99,455290,Lost Mountain
13270,Adventure,Meadow,2016-10-26,2.99,486310,Might and Delight
13271,RPG,The Deep Paths: Labyrinth Of Andokost,2016-10-26,7.99,375500,Steve Jarman
13272,Indie,Crazy Sapper 3D,2016-10-26,4.99,529420,Aratog LLC
13273,Indie,Wacky Wheels HD,2016-10-26,9.99,422590,Ferocity 2D
13274,Action,VERSUS SQUAD,2016-10-26,7.99,471330,DiezelPower
13275,Adventure,The Beard in the Mirror,2016-10-25,8.99,385840,"Oh, a Rock! Studios"
13276,Casual,Slayaway Camp - Deluxe Edition DLC Pack,2016-10-25,3.99,540730,Blue Wizard Digital
13277,Adventure,Yomawari: Night Alone / 夜廻,2016-10-25,19.99,477870,"Nippon Ichi Software, Inc."
13278,Simulation,Conflict of Heroes: Awakening the Bear,2012-05-08,29.99,510320,Western Civilization Software
13279,Simulation,Conflict of Heroes: Storms of Steel,2013-11-19,29.99,530640,Western Civilization Software
13280,Adventure,Clicker Heroes: Zombie Auto Clicker,2016-10-24,9.99,447220,Playsaurus
13281,Adventure,21 Steps to Soul,2016-10-24,7.99,544820,Grigory Everstov
13282,Casual,Mars Industries,2016-10-24,1.99,543790,ZovGame
13283,Action,Bumper Halloween,2016-10-24,0.99,548070,Artur Rezende
13284,Action,Pixel Puzzles Ultimate - Puzzle Pack: New England Fall,2016-10-21,3.99,480592,DL Softworks
13285,Action,Pixel Puzzles Ultimate - Puzzle Pack: Aki,2016-10-21,2.99,543810,DL Softworks
13286,Adventure,Blood Ties,2016-10-21,1.99,544870,Warfare Studios
13287,Action,Altar Guardian,2016-10-24,1.99,543770,Hipix Studio
13288,Action,Unearthing Colossal,2016-10-21,14.99,428590,"Power Up to Maximum,Liens"
13289,Casual,Dessert Storm,2016-10-23,1.99,542710,EnsenaSoft
13290,Action,Wild Arena,2016-10-23,0.99,533280,971 Games
13291,Adventure,Kyurinaga's Revenge,2016-10-25,7.99,529580,Recotechnology S.L.
13292,Casual,JumpBall,2016-10-25,0.99,537360,André Bertaglia
13293,Adventure,Murder Mystery Adventure,2016-10-25,7.99,544140,EnsenaSoft
13294,Adventure,Iron Fish,2016-10-25,19.99,532820,"BeefJack,Dean Edwards"
13295,Casual,Pure Hold'em - Undead Card Deck,2016-10-25,1.99,438905,VooFoo Studios
13296,Adventure,DROD: King Dugan's Dungeon,2016-10-25,4.99,422180,Caravel Games
13297,RPG,Mordheim: City of the Damned - Undead,2016-10-25,9.99,534990,Rogue Factor
13298,Action,Monsters!,2016-10-25,4.99,336160,QuadraTron Games
13299,Action,Lithium: Inmate 39,2016-10-25,9.99,463470,Canu Arts
13300,Indie,The Shape Of Heart,2016-10-25,2.99,511090,Dragon Whisper Game
13301,Indie,Chalo Chalo,2016-10-24,9.99,410000,"Redshift Media,Sparpweed"
13302,Casual,Clouds &amp; Sheep 2,2016-10-24,9.99,439800,HandyGames
13303,Action,Bubble Blowout,2016-10-24,1.99,542720,EnsenaSoft
13304,Action,Trucker,2016-08-12,1.99,451660,Play Publishing
13305,Action,Max Stern,2016-10-21,4.99,531240,Lupan Artiom Oleg
13306,Casual,The Cooking Game,2016-10-21,9.99,504310,Play Spirit Limited
13307,Adventure,Off-Peak Soundtrack,2015-04-29,6.99,544980,"Cosmo D,Archie Pelago"
13308,Action,Cursed Castilla (Maldita Castilla EX),2016-10-20,11.99,534290,"Locomalito,Gryzor87"
13309,Design &amp; Illustration,RPG Maker VX Ace - Fantastic Buildings: Modern,2016-10-20,9.99,525440,"KADOKAWA,Celianna"
13310,Adventure,Negligee - Dakimakuras,2016-10-19,2.99,526520,Dharker Studio
13311,Action,Rogue Singularity,2016-10-19,14.99,419710,Considerable Content
13312,Adventure,Phantasmat: Crucible Peak Collector's Edition,2016-10-19,9.99,533080,ERS G Studios
13313,Action,ReBoot,2016-10-19,1.99,533890,"Georgy Topalo,Simeon Simeonich"
13314,Action,Dawn of Warriors,2016-10-07,4.99,540650,Flame Spirit Software Studio
13315,Utilities,Stream Buddy,2016-10-19,4.99,505550,Stardale Studio
13316,Indie,On the front line,2016-10-20,4.99,542650,Alekseev
13317,Action,Project Hovercraft,2016-10-19,14.99,497490,Allusio
13318,Casual,Construction Simulator 2015: Liebherr HTM 1204 ZA,2016-10-20,1.99,404283,weltenbauer. Software Entwicklung GmbH
13319,Strategy,Talisman: The Horus Heresy - Prospero,2016-10-20,6.99,530770,Nomad Games
13320,Simulation,Train Simulator: DB BR 112.1 Loco Add-On,2016-10-20,19.99,376960,virtualRailroads
13321,Design &amp; Illustration,RPG Maker VX Ace - Medieval Music Pack,2016-10-20,19.99,525441,"KADOKAWA,Joel Steudler"
13322,Design &amp; Illustration,RPG Maker VX Ace - Emotional Music Pack,2016-10-20,14.99,542501,KADOKAWA
13323,Adventure,Tales of Cosmos,2016-10-20,14.99,350480,Red Dwarf Games
13324,Casual,Happy Critters,2016-10-20,6.99,446110,Dreamatrix
13325,Adventure,Redrum: Dead Diary,2016-10-20,6.99,541720,Anarchy Enterprises
13326,Adventure,Rusty Lake: Roots,2016-10-20,2.99,532110,Rusty Lake
13327,Simulation,Stellaris: Leviathans Story Pack,2016-10-20,9.99,518910,Paradox Development Studio
13328,Indie,Icity - a Flight Sim ... and a City Builder,2016-10-19,18.99,534740,RaYmond Lewis
13329,Action,The Atomy,2016-10-19,3.99,458940,Rusty Knights
13330,Adventure,Negligee - Avatars,2016-10-19,2.99,526532,Dharker Studio
13331,Racing,Paint Scheme Pack 4,2016-10-18,4.99,539060,Monster Games
13332,Indie,Galaxy of Trian Board Game,2016-06-30,4.99,525330,Grey Wizard Innovative
13333,Adventure,Soulless: Ray Of Hope,2016-10-18,4.99,528300,Frisky Fatal Games
13334,Strategy,Legends of Callasia: The Stoneborne,2016-10-17,7.99,543090,Boomzap Entertainment
13335,Casual,Rose of Winter,2016-10-17,11.99,540880,Pillow Fight
13336,Action,Porradaria 2 - Vladmirson DLC,2016-10-17,4.99,502980,CleanWaterSoft
13337,Casual,Mahsung Deluxe,2016-10-17,1.99,542690,EnsenaSoft
13338,Action,Omni Link,2016-10-17,14.99,529100,Eldon Harris
13339,Indie,100% Orange Juice - Acceleration Pack,2016-10-17,1.99,537330,Orange_Juice
13340,Action,Super Hop 'N' Bop ULTRA,2016-10-17,1.99,514930,CTgames
13341,Adventure,Invisible Apartment 3,2016-10-17,7.99,532060,"Milan Kazarka,Jeroen van Oosten"
13342,Adventure,Invisible Apartment Zero,2015-05-06,5.99,543230,"Milan Kazarka,Jeroen van Oosten"
13343,Action,Magical Brickout,2016-10-17,7.99,384940,Cunning Force Games
13344,Action,9th Dawn II,2016-10-17,1.99,279070,Valorware
13345,Adventure,Descent: Road to Legend - The Delve,2016-10-17,4.99,525550,Fantasy Flight Games
13346,Action,Krampus,2016-10-18,4.99,541100,Peace
13347,RPG,Atonement 2: Ruptured by Despair,2016-10-18,5.99,533820,Astronomic Games
13348,Action,Seraph - Soundtrack (OST),2016-10-18,3.99,538570,Dreadbit
13349,Action,Rogues or Heroes,2016-10-19,4.99,530650,M.BonKov
13350,Indie,Remind Yourself,2016-10-10,1.99,538470,Marcos Dumont
13351,Action,Slashy Hero,2016-10-18,6.99,525740,"The Gentlebros,General Arcade"
13352,Adventure,Fabulous - Angela's Fashion Fever,2016-10-19,12.99,540060,GameHouse
13353,Action,Zombie Birds First Encounter Halloween,2016-10-19,6.99,521110,magnussoft
13354,Action,NUKED KNIGHT,2016-10-19,4.99,448250,Nuked Games
13355,Casual,Physic Monster,2016-10-19,1.99,473730,MegawattsCo
13356,Action,Switch 'N' Shoot,2016-10-17,2.99,498470,Matt Glanville
13357,Action,Bumper New Graphics,2016-10-17,0.99,542300,Artur Rezende
13358,Adventure,In The Shadow Of The Truth,2016-10-17,4.99,498680,7TPGames
13359,Action,Omega Reaction,2016-10-17,4.99,516520,Joe Censored Games
13360,Casual,The Jackbox Party Pack 3,2016-10-17,24.99,434170,"Jackbox Games, Inc."
13361,Action,emoj.io - Cool Pack,2016-10-14,0.99,538535,"Hassey Enterprises, Inc."
13362,Action,emoj.io - Critter Pack,2016-10-14,0.99,538530,"Hassey Enterprises, Inc."
13363,Action,emoj.io - Faces #1 Pack,2016-10-14,0.99,538531,"Hassey Enterprises, Inc."
13364,Action,emoj.io - Faces #2 Pack,2016-10-14,0.99,538534,"Hassey Enterprises, Inc."
13365,Action,Clickdraw Clicker,2016-10-14,0.99,541370,ColloseusX
13366,Action,emoj.io - Gourmand Pack,2016-10-14,0.99,538532,"Hassey Enterprises, Inc."
13367,Action,emoj.io - Faces #3 Pack,2016-10-14,0.99,538537,"Hassey Enterprises, Inc."
13368,Action,emoj.io - Symbols Pack,2016-10-14,0.99,538539,"Hassey Enterprises, Inc."
13369,Action,emoj.io - Wacky Pack,2016-10-14,0.99,538538,"Hassey Enterprises, Inc."
13370,Action,Box Maze - Halloween Skins Pack,2016-10-14,0.99,543310,GamersHype Productions
13371,Adventure,Shining Plume,2016-10-14,1.99,536420,Warfare Studios
13372,Simulation,Proxy - Ultimate Hacker,2016-10-14,7.99,528860,Ready Play Games
13373,Casual,Hoyle Official Casino Games,2016-10-14,19.99,532950,Encore
13374,Casual,Bad Sector HDD,2015-09-03,0.99,531910,Dan Ruscoe
13375,Action,Maximum Archery The Game,2016-10-14,4.99,513680,Max Apps LLC
13376,Action,MC Lars: The Video Game,2016-10-14,4.99,541160,"Synersteel Studio, LLC"
13377,Adventure,Lost in Reefs: Antarctic,2016-10-14,3.99,541970,Rumbic Inc
13378,Indie,Remaining in a dream,2016-10-18,0.99,542430,Primitive Studio
13379,Indie,Magnetized,2016-10-17,2.99,536470,Rocky Hong
13380,Strategy,Raging Titan,2016-10-16,4.99,538170,Mad Vulture Games
13381,Action,Lost Socks: Naughty Brothers,2016-10-17,9.99,501480,Nerf Game Co. Ltd.
13382,Indie,Super Puzzle Sisters,2016-10-17,7.99,542680,Super Puzzle Studios
13383,Casual,Spinning Maze,2016-09-09,9.99,517230,"Beijing Xinrun Technology Co.,Ltd"
13384,Casual,Janken Cards,2016-10-17,2.99,527210,GKT Studios Entertainment
13385,Indie,Farabel,2016-10-14,9.99,364200,Frogames
13386,Casual,Kombine,2016-10-14,0.99,539750,Robert Alvarez
13387,Action,Ironguard,2016-10-14,6.99,463430,Aegon Games Ltd
13388,Adventure,Sorcery Is for Saps,2016-10-14,6.99,540660,Choice of Games
13389,RPG,Endless Legend™ - Tempest,2016-10-14,12.99,521220,AMPLITUDE Studios
13390,Adventure,Manual Samuel Official Soundtrack,2016-10-14,3.99,536760,Perfectly Paranormal
13391,Action,Cerdocornio,2016-10-12,0.99,528700,Zuakate Games
13392,Indie,CrossWorlds: Escape,2016-10-12,14.99,511430,Another Reality
13393,Indie,Predynastic Egypt,2016-10-10,9.99,461620,Clarus Victoria
13394,Casual,Razortron 2000,2016-10-12,0.99,539720,NukGames
13395,Action,Wonder Boy Returns,2016-10-12,14.99,523810,"CFK Co., Ltd."
13396,Action,WARSHIFT,2016-10-12,12.99,392580,Cyril Megem
13397,Simulation,OMSI 2 Add-On Aachen,2016-10-13,19.99,434067,"Tobias Müller,Florian Wolf,Cedric Appel,Benedikt Steffens"
13398,Action,AIRHEART - Tales of broken Wings,2016-10-13,14.99,531180,Blindflug Studios AG
13399,Indie,AIRHEART - The Original Soundtrack,2016-10-13,3.99,540220,Pocket Universe Productions
13400,Action,AIRHEART - The Bonus Content,2016-10-13,2.99,542190,Blindflug Studios AG
13401,Racing,Real Events 1: 2016 MotoGP™ Season,2016-10-13,3.99,464310,Milestone S.r.l.
13402,Action,Draw Slasher,2016-10-13,4.99,418270,Mass Creation
13403,Action,Tales of the Elements FC,2016-10-07,6.99,540640,Last BeNeVoLeNcE
13404,Action,The Metronomicon - Indie Game Challenge Pack 1,2016-10-13,1.99,522651,Puuba
13405,Indie,Scourge of War: Ligny,2016-10-13,19.99,532240,NorbSoftDev
13406,Indie,Near Midnight,2016-12-15,0.99,522590,Indie Dynamics
13407,Action,Rocket Ski Racing,2016-10-13,0.99,471730,nocanwin
13408,Casual,SUPERFIGHT - The Election Deck,2016-10-13,4.99,476357,Pipeworks Studio
13409,Casual,SUPERFIGHT - The Horror Deck,2016-10-13,4.99,476356,Pipeworks Studio
13410,Action,RWBY: Grimm Eclipse - JNPR,2016-10-13,4.99,522120,Rooster Teeth Games
13411,Action,Atomic Space Command,2016-10-13,14.99,445350,"No, You Shut Up Inc."
13412,Action,Tank Universal 2,2016-10-13,14.99,523030,Phil Jones
13413,Action,Help,2016-10-13,2.99,541920,biple_kfp
13414,Action,DoDonPachi Resurrection,2016-10-13,29.99,464450,"CAVE Interactive CO.,LTD."
13415,Adventure,Higurashi When They Cry Hou - Ch.4 Himatsubushi,2016-10-13,5.99,526490,07th Expansion
13416,Adventure,PostCollapse,2016-10-13,7.99,509770,Ambiera
13417,Action,Shadow Warrior 2,2016-10-13,39.99,324800,Flying Wild Hog
13418,Action,DoDonPachi Resurrection OST,2016-10-13,4.99,530490,"CAVE Interactive CO.,LTD."
13419,Action,Polygod,2016-10-13,9.99,531530,Krafted Games
13420,Adventure,Eventide 2: The Sorcerers Mirror,2016-10-13,9.99,510650,The House of Fables
13421,Indie,Survival Kingdom,2016-10-13,2.99,534570,Bat Byte
13422,Action,Duke Nukem 3D: 20th Anniversary World Tour,2016-10-11,19.99,434050,"Nerve Software, Gearbox Software, LLC"
13423,Casual,Dead Army - Radio Frequency,2016-10-11,5.99,467060,Skyjaz Games
13424,Action,Project Genom,2016-10-12,19.99,389040,NeuronHaze
13425,Action,Project Genom - Bronze Avalon Pack,2016-10-12,19.99,409140,NeuronHaze
13426,Action,Project Genom - Silver Avalon Pack,2016-10-12,39.99,409141,NeuronHaze
13427,Action,Clockwork,2016-10-10,9.99,509210,Gamesoft
13428,Action,The Caretaker - Dungeon Nightshift,2016-10-10,7.99,486550,bluebox interactive
13429,Action,Spareware,2016-10-10,1.99,530740,Rusto
13430,Action,Project Genom - Gold Avalon Pack,2016-10-12,99.99,409142,NeuronHaze
13431,Casual,Solitaire Beach Season,2016-10-10,5.99,528070,Creobit
13432,Racing,Ride 2,2016-10-07,49.99,477770,Milestone S.r.l.
13433,Casual,Arctic Trucker Simulator,2016-10-07,9.99,273890,United Independent Entertainment GmbH
13434,Racing,Ride 2 Aprilia and Suzuki Bonus Pack,2016-10-07,3.99,515090,Milestone S.r.l.
13435,Racing,Ride 2 Kawasaki and Ducati Bonus Pack,2016-10-07,3.99,515100,Milestone S.r.l.
13436,Racing,WRC 6 YARIS WRC Test car,2016-10-07,2.99,526640,Kylotonn Racing Games
13437,Racing,WRC 6 FIA World Rally Championship,2016-10-07,44.99,458770,Kylotonn Racing Games
13438,Adventure,Detective Hayseed - Hollywood,2016-10-07,14.99,504380,Zima Software
13439,Action,Die for the Empire,2016-10-07,4.99,537090,Black Sword Entertainment
13440,Animation &amp; Modeling,Wallpaper Engine,2016-10-10,3.99,431960,Kristjan Skutta
13441,Casual,Pixel Puzzles Ultimate - Puzzle Pack: Fractal Rings,2016-10-10,1.99,502840,DL Softworks
13442,Racing,WRC 6 - Calendar and WRC + Pack,2016-10-11,6.99,538080,Kylotonn Racing Games
13443,Simulation,Content Pack - Europa Universalis IV: Rights of Man,2016-10-11,5.99,486571,Paradox Development Studio
13444,Simulation,Expansion - Europa Universalis IV: Rights of Man,2016-10-11,19.99,486570,Paradox Development Studio
13445,Adventure,Breathing Fear,2016-10-07,2.99,535400,Logvinenko Alexandr
13446,Casual,Taxi,2016-02-19,1.99,488080,petraguardsoftware.com
13447,Casual,Mahjong World Contest,2016-10-07,5.99,523150,Creobit
13448,Casual,SUPERFIGHT - The Anime Deck 2,2016-10-07,4.99,476354,Pipeworks Studio
13449,Action,Five Nights at Freddy's: Sister Location,2016-10-07,7.99,506610,Scott Cawthon
13450,Adventure,League of Light: Dark Omens Collector's Edition,2016-10-07,9.99,533070,Mariaglorum
13451,Action,Mafia III: Season Pass,2016-10-06,29.99,511891,Hangar 13
13452,Casual,Alice's Patchworks 2,2016-10-07,5.99,523160,Creobit
13453,Adventure,Beglitched,2016-10-07,9.99,461220,Hexecutable
13454,Action,Bric - The Casual Indie Game,2016-10-06,1.99,537050,Theodore Palser
13455,Action,Mafia III,2016-10-06,39.99,360430,"Hangar 13,Aspyr (Mac)"
13456,Indie,Powargrid,2016-10-05,9.99,453130,Wee Free Studio
13457,Adventure,True Love ～Confide to the Maple～,2016-10-05,11.99,495990,SP-time
13458,Simulation,FSX Steam Edition: Convair F-106 Delta Dart ™ Add-On,2016-10-05,19.99,491498,Virtavia
13459,Simulation,FSX Steam Edition - Night Environment: New Jersey Add-On,2016-10-05,17.99,500204,Chris Bell – Creative Design Studios
13460,Action,Droid Character Pack,2016-10-05,1.99,466543,"Traveller's Tales,TT Games,Feral Interactive (Mac)"
13461,Action,Jakku: Poe's Quest for Survival,2016-10-05,2.99,466547,"Traveller's Tales,TT Games,Feral Interactive (Mac)"
13462,Action,The Planet of the Vicious Creatures,2016-10-05,2.99,530290,Jorge Giner Cordero
13463,Action,Dragon Bros,2016-09-16,8.99,506150,Space Lizard Studio LTD
13464,Action,Noob Squad,2016-10-05,0.99,496550,Antonio Renna
13465,Adventure,Riders of Icarus: Legendary Grim Rider's Package,2016-10-05,44.99,533602,WeMade
13466,Action,Moonlit Mayhem™,2016-10-04,2.99,525660,Bloodmane Interactive
13467,Adventure,Riders of Icarus: Heroic Grim Rider's Package,2016-10-05,24.99,533601,WeMade
13468,Adventure,Revolution : Virtual Playspace,2016-10-05,19.99,387090,Dragom
13469,Action,Blockpocalypse,2016-10-06,14.99,433660,Dime Studios
13470,Strategy,Wargame: Red Dragon - Nation Pack: Israel,2016-10-04,5.99,529390,Eugen Systems
13471,Action,Mushroom Crusher Extreme,2016-10-04,7.99,498000,"Mushroom Party,Team Jolly Roger"
13472,Free to Play,Atlas Reactor – All Freelancers Pro Pack,2016-10-04,59.99,535201,Trion Worlds
13473,Action,Rogue Continuum,2015-09-15,9.99,357700,Rocktastic Games
13474,Action,Aragami,2016-10-04,19.99,280160,Lince Works
13475,Free to Play,Atlas Reactor – Ultimate Reactor Pack,2016-10-04,99.99,535202,Trion Worlds
13476,Action,Aragami - Soundtrack,2016-10-04,6.99,462391,Lince Works
13477,Action,Aragami - Digital Artbook,2016-10-04,2.99,462390,Lince Works
13478,Indie,Unclaimed World,2016-10-04,18.99,284100,Refactored Games OÜ
13479,Casual,The Miners,2016-06-09,5.99,532070,Michał Głowacki
13480,Casual,Rocksmith® 2014 Edition - Remastered,2016-10-04,39.99,221680,Ubisoft - San Francisco
13481,Action,Viking Squad,2016-10-04,14.99,325930,Slick Entertainment Inc.
13482,Action,Shu Original Soundtrack,2016-10-04,3.99,535780,Ross Mcwilliam
13483,Action,Shu,2016-10-04,11.99,528720,"Coatsink,Secret Lunch"
13484,Free to Play,Forge of Gods: Fantastic Six pack,2016-10-04,9.99,537320,Panoramik Inc
13485,Action,Rocket League® - Proteus,2016-10-04,1.99,457160,"Psyonix, Inc."
13486,Action,Rocket League® - Triton,2016-10-04,1.99,457190,"Psyonix, Inc."
13487,Design &amp; Illustration,Virtual Battlemap DLC - Harbor Town,2016-10-03,14.99,535510,Dragom
13488,Casual,The Space Garden,2016-10-03,4.99,536320,Max
13489,Action,Disgraced Role Playing Game DLC,2016-10-03,0.99,538610,Corrosive Studios LLC
13490,Action,Polywings,2017-02-01,4.99,522300,Mariano Larronde
13491,Action,LYDIA: SWEET DREAMS,2016-10-04,9.99,447930,C-DRIVE MEDIA ART
13492,Action,Streamline,2016-09-30,19.99,252850,Proletariat Inc.
13493,Action,Streamline Original Sound Track,2016-09-30,8.99,529200,Proletariat Inc.
13494,Action,Save Home,2016-09-30,0.99,535260,BadWolf Games
13495,Adventure,Endless Room,2016-09-30,1.99,536340,biplekfp
13496,Action,Dream Dealer,2016-09-25,3.99,532030,Eternity Studios
13497,Action,Carton,2016-10-02,9.99,531920,Calepin Studio
13498,Adventure,Maze Sounds,2016-10-03,4.99,536630,AMIDEA Games
13499,Action,Zombo Buster Rising,2016-10-02,1.99,518730,FIREBEAST
13500,Action,Final Days,2016-10-03,4.99,459830,+7 Software
13501,Action,Van Helsing II: Magic Pack,2014-05-22,0.99,302450,NeocoreGames
13502,Action,Van Helsing: Veteran Multiplayer Skin,2013-05-22,0.99,215533,NeocoreGames
13503,Indie,Patterna,2016-10-03,6.99,503860,Sebastian Schöner
13504,Action,Xenoraid: The First Space War,2016-09-30,9.99,460220,10tons Ltd
13505,Adventure,Caravan,2016-09-30,9.99,352890,it Matters Games
13506,Indie,Masquerada: Songs and Shadows,2016-09-30,19.99,459090,Witching Hour Studios
13507,Action,illumine,2016-09-29,5.99,518650,Dejima
13508,Action,Battle Tank Armada,2016-09-23,4.99,533920,Ragnar
13509,Casual,FourChords Guitar Karaoke,2016-09-29,19.99,476930,Musopia
13510,Action,Wuppo - Shop DLC,2016-09-29,4.99,527022,Knuist &amp; Perzik
13511,Action,Wuppo - Fun Pack,2016-09-29,1.99,527021,Knuist &amp; Perzik
13512,Action,Wuppo - Original Soundtrack,2016-09-29,9.99,527020,Knuist &amp; Perzik
13513,Adventure,Virginia - Official Soundtrack,2016-09-29,4.99,498020,Variable State
13514,Simulation,OMSI 2 Add-On MAN Citybus Series,2016-09-29,17.99,434066,Christian Rolle
13515,Action,Wuppo,2016-09-29,14.99,400630,Knuist &amp; Perzik
13516,Strategy,Battlefleet Gothic: Armada - Tau Empire,2016-09-29,6.99,462261,Tindalos Interactive
13517,Action,"Axe, Bow &amp; Staff",2016-09-29,4.99,432230,Clewcat Games
13518,Action,The Metronomicon: Slay The Dance Floor,2016-09-29,19.99,416790,Puuba
13519,Casual,Ninja Stealth,2016-06-04,0.99,485450,SC Jogos
13520,Action,Slayer Shock,2016-09-29,19.99,501860,Minor Key Games
13521,Action,Rescue Bear Operation - Bouncy Castle,2016-09-29,9.99,522930,Cascade Game Foundry
13522,Action,Rescue Bear Operation - Lucha Libre Mask,2016-09-29,6.99,523580,Cascade Game Foundry
13523,Action,Rescue Bear Operation - Gurney,2016-09-29,4.99,523583,Cascade Game Foundry
13524,Action,Rescue Bear Operation - Moo Bucket,2016-09-29,0.99,531720,Cascade Game Foundry
13525,Action,Hybrid Wars,2016-09-29,17.99,411540,Extreme Developers
13526,Action,Rescue Bear Operation - Red Plaid Shirt,2016-09-29,1.99,523581,Cascade Game Foundry
13527,Action,Hybrid Wars Upgrade Pack,2016-09-29,5.99,510090,Extreme Developers
13528,Action,Rescue Bear Operation - Golf Pants,2016-09-29,1.99,523582,Cascade Game Foundry
13529,Action,Merger 3D,2016-09-29,2.99,527750,"Mahhaon,Art-Arcade,Sun Pixel"
13530,Strategy,1775: Rebellion,2016-09-29,24.99,422610,HexWar Games
13531,Action,BattleTime,2016-09-29,0.99,509600,Foggybus
13532,Adventure,Burly Men at Sea,2016-09-29,9.99,403290,Brain&amp;Brain
13533,Action,The Metronomicon - The Soundtrack!,2016-09-29,7.99,488050,Puuba
13534,Simulation,Princess Maker 2 Refine,2016-09-28,19.99,523000,"CFK Co., Ltd."
13535,Simulation,TS Marketplace: EWS Class 58 Add-On Livery,2016-09-28,4.99,295207,Skyhook Games
13536,Casual,"Ortus Arena, strategy board game online",2016-09-28,9.99,498850,Firebrush Studios
13537,Strategy,Galaxy Reavers:Titan DLC,2016-09-29,1.99,511130,"Good Games,OXON Game Studio"
13538,Action,God of Word,2016-09-28,4.99,467320,Mega Dwarf Inc.
13539,Action,Osiris: New Dawn,2016-09-28,24.99,402710,Fenix Fire Entertainment
13540,RPG,Hyperdimension Neptunia Re;Birth2 Deluxe Pack / 超次次元ゲイム ネプテューヌRe;Birth2 デラックスセット,2016-09-28,9.99,532720,"Idea Factory,Compile Heart,Felistella"
13541,Indie,Rogue Wizards,2016-09-27,14.99,392260,Spellbind Studios
13542,Casual,Just Hero,2016-09-28,0.99,527760,Anatoliy Loginovskikh
